id,body,actor,reply,class,time,category,control,des_20,des_80,des_20_community_injunctive,des_80_community_injunctive,des_20_injunctive_platform,des_80_injunctive_platform,r_5,r_25,r_40,r_60,time_old format
182,Parents know what's best for their kids!!! You're so right,breathe_in,25,,0:01,anti-vaccine,0,1,1,0,0,1,1,,,,,00:04:01
,I admire your strong will so much ❤️ keep doing you!,jackrussellmom,25,,0:06,anti-vaccine,0,1,1,0,0,1,1,,,,,00:02:05
184,"Exactly, no one can have a say in my kids future except for me, and I want the best for them!",karenM,25,,0:20,anti-vaccine,0,1,1,0,0,1,,,,,,0:05:20
185,Our children our choice! No more vaccine mandates! :),lavenderrrrrr,25,,3:16,anti-vaccine,0,1,1,0,0,1,1,,,,,00:00:41
186,You just openly admitted to not being willing to educate yourself. How can you claim to know best then?,sweetietooth,25,,0:02,pro-vaccine,0,0,0,1,1,0,0,,,,,00:05:42
187,"""Your"" decision is putting others in danger, so yeah, it is our business.",dana84,25,,0:05,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:20
188,And have my kids be at risk because of your terrible parenting? No thanks!,gwenfromtheblock,25,,0:11,pro-vaccine,0,0,0,1,1,0,,,,,,00:07:22
189,You could contribute to herd immunity by doing the responsible thing and getting your whole family vaccinated,lucyinurdreams,25,,4:36,pro-vaccine,0,0,0,1,1,0,0,,,,,00:03:31
190,Isn't it amazing how many people will just blindly trust their doctors???,jackrussellmom,26,,0:05,anti-vaccine,0,1,1,0,0,1,1,,,,,00:09:24
191,Glad SOMEONE I know is willing to take the time like me. With you!,lavenderrrrrr,26,,0:13,anti-vaccine,0,1,1,0,0,1,1,,,,,00:05:57
192,Totally on your side :),cavsforever,26,,2:26,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:46
193,"Uhh yeah, I have done research. And you sound ridiculous",dana84,26,,0:02,pro-vaccine,0,0,0,1,1,0,0,,,,,00:07:46
194,"Oh I'm sorry, are you an immunologist now? If not you should leave this to the experts",lucyinurdreams,26,,0:08,pro-vaccine,0,0,0,1,1,0,0,,,,,00:06:20
195,"You must be really gullible, huh? I bet you're one of the ignorant few that still believes that vaccines give kids autism. ",EZpz,26,,0:11,pro-vaccine,0,0,0,1,1,0,,,,,,00:00:55
196,You claim to have done research and yet present no backed facts to support your claims.....,chefricky,26,,4:37,pro-vaccine,0,0,0,1,1,0,0,,,,,00:03:13
197,"You are SUCH a good parent, gotta protect our kids!",lavenderrrrrr,27,,0:03,anti-vaccine,0,1,1,0,0,1,1,,,,,00:00:50
198,Always gotta question in my opinion!!! Who knows what's in vaccines,cavsforever,27,,0:05,anti-vaccine,0,1,1,0,0,1,1,,,,,00:05:29
199,Admire you for taking a stand against those corrupt doctors. Worse than politicians! ,ancho-n-cayenne,27,,0:11,anti-vaccine,0,1,1,0,0,1,,,,,,00:07:22
200, Preach! 👏👏👏,snowbird,27,,0:17,anti-vaccine,0,1,1,0,0,1,,,,,,00:02:05
201,Never forget how big pharma incentivizes doctors!,wiz_khaleesi,27,,4:19,anti-vaccine,0,1,1,0,0,1,1,,,,,00:08:36
202,"You can literally look up the vaccine ingredients if you want.... there's nothing to hide, vaccines are safe",lucyinurdreams,27,,0:01,pro-vaccine,0,0,0,1,1,0,0,,,,,00:04:53
203,Having kids doesn't make you an infectious disease expert.,chefricky,27,,0:06,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:55
204,I'm at a loss for words reading idiotic posts like these,aleeboi,27,,0:15,pro-vaccine,0,0,0,1,1,0,,,,,,00:07:46
205,This fear mongering SERIOUSLY has to come to an end.,clayton.myers,27,,3:21,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:17
206,Exactly! This country is sicker than ever,cavsforever,28,,0:02,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:46
207,"Nothing but strong, naturally immune happy bodies in my house",wiz_khaleesi,28,,0:07,anti-vaccine,0,1,1,0,0,1,1,,,,,00:00:52
208,Stop letting doctors interefere with our beautiful bodies!,Sue_S,28,,2:11,anti-vaccine,0,1,1,0,0,1,1,,,,,00:08:37
209,"Vaccines immunize you the same way an illness would. But without the risk of, you know, death.",chefricky,28,,0:04,pro-vaccine,0,0,0,1,1,0,0,,,,,00:03:40
210,Vaccines are the very thing that will PROTECT your child from illness down the road,clayton.myers,28,,0:09,pro-vaccine,0,0,0,1,1,0,0,,,,,00:01:49
211,"These shots help your immune system learn how to fight infection. They will make your body STRONGER, not weaker",aleeboi,28,,2:25,pro-vaccine,0,0,0,1,1,0,0,,,,,00:02:53
212,Just keep sharing your experience with her!!!,wiz_khaleesi,29,,0:01,anti-vaccine,0,1,1,0,0,1,1,,,,,00:00:01
213,"Recommend googline some things, lots of books that will educate her :)",cavsforever,29,,0:10,anti-vaccine,0,1,1,0,0,1,1,,,,,00:00:38
214,"Show her the facts, they will change her mind. ",john73,29,,0:17,anti-vaccine,0,1,1,0,0,1,,,,,,00:02:05
215,Stay strong! Your wife will come around I know it,Sue_S,29,,2:56,anti-vaccine,0,1,1,0,0,1,1,,,,,00:00:48
216,"Good for your wife. Hopefull she'll lead your family down the safer, responsible path of getting vaccinated",clayton.myers,29,,0:03,pro-vaccine,0,0,0,1,1,0,0,,,,,00:04:11
217,At least one of you has a brain. ,MedicalRyan,29,,0:14,pro-vaccine,0,0,0,1,1,0,,,,,,00:00:38
218,Wild idea: Your wife didn't have any reactions to her vaccines because vaccines are actually SAFE.,aleeboi,29,,0:21,pro-vaccine,0,0,0,1,1,0,0,,,,,00:02:23
219,"Trust me, vaccinating is what's best for your kids, and for everyone.",mewranda,29,,3:01,pro-vaccine,0,0,0,1,1,0,0,,,,,00:07:35
220,So blatantly toxic!!! These vaccines are unbelievable,cavsforever,30,,0:04,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:39
221,That's right keep spreading the word! Shots gotta go!,Sue_S,30,,0:06,anti-vaccine,0,1,1,0,0,1,1,,,,,00:03:08
222,"You're so right, EVERYONE should take the time to educate themselves on vaccine risks",Ataylor,30,,0:12,anti-vaccine,0,1,1,0,0,1,1,,,,,00:05:47
223,Oh my god I had no idea! That is SO harmful to our bodies. ,jake_turk,30,,4:18,anti-vaccine,0,1,1,0,0,1,,,,,,00:00:48
224,So does fish. Your point?,aleeboi,30,,0:05,pro-vaccine,0,0,0,1,1,0,0,,,,,00:01:09
225,"You do realize, mercury is already in our bodies... the small amount in vaccines poses no adverse effects.",MedicalRyan,30,,0:13,pro-vaccine,0,0,0,1,1,0,,,,,,00:00:38
226,We're talking harmless traces. Your spreading of false information will do so much harm,mewranda,30,,0:15,pro-vaccine,0,0,0,1,1,0,0,,,,,00:05:43
227,"I'll stick with what the experts say. Vaccines are safe, and they save lives.",masterchefterry,30,,3:46,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:11
228,Plenty of vitamin C!!! People have been staying healthy thru flu season for generations we don't need no vaccine :),Sue_S,31,,0:02,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:37
229,I've been looking for the same!! Please share what you learn :),Ataylor,31,,0:07,anti-vaccine,0,1,1,0,0,1,1,,,,,00:03:17
230,Ugh totally agree anyway to get away from the chemicals 🤢,wiz_khaleesi,31,,0:14,anti-vaccine,0,1,1,0,0,1,1,,,,,00:06:46
231,A vegan diet and exercise will build a strong immune system - that's my best alternative to vaccines :) ,mateoV,31,,2:09,anti-vaccine,0,1,1,0,0,1,,,,,,00:08:36
232,Can't stand how many people will turn their noses up at the miracle vaccines are. Vaccination works and will keep you safe!!!,mewranda,31,,0:04,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:40
233,"Y'all avoiding ""chemcals"" in vaccines as if everything in this natural world isn't made of chemicals. This argument is ridiculous",masterchefterry,31,,0:09,pro-vaccine,0,0,0,1,1,0,0,,,,,00:03:43
234,Here's a recommendation: do the responsible thing and get vaccinated,gwenfromtheblock,31,,4:02,pro-vaccine,0,0,0,1,1,0,0,,,,,00:04:21
235,They certainly will!! I know mine will too,Ataylor,32,,0:03,anti-vaccine,0,1,1,0,0,1,1,,,,,00:08:16
236,Good for you! All for avoiding vaccines,Sue_S,32,,0:15,anti-vaccine,0,1,1,0,0,1,1,,,,,00:02:29
237,That's right!!!,karenM,32,,3:01,anti-vaccine,0,1,1,0,0,1,1,,,,,00:05:48
238,Can't wait for the day that your children learn to get themselves vaccineated,masterchefterry,32,,0:01,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:09
239,...or the day they shun you because you've put them at risk? ,dana84,32,,0:08,pro-vaccine,0,0,0,1,1,0,,,,,,00:08:36
240,"Oh no.... vaccines are not a sign of weak immune systems, they are a sign of smart choices",gwenfromtheblock,32,,0:10,pro-vaccine,0,0,0,1,1,0,0,,,,,00:06:52
241,"Please educate yourself, it's so so false to believe vaccines harm any part of your body's natural processes",fgonzalez,32,,2:56,pro-vaccine,0,0,0,1,1,0,0,,,,,00:01:18
242,I always just try to get straight to the point! Best to not beat around the bush,Sue_S,33,,0:04,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:39
243,"If she won't lisen to you, try sending her articles about how dangerous vaccines can be!",karenM,33,,0:18,anti-vaccine,0,1,1,0,0,1,1,,,,,00:02:41
244,There are a lot of resources online that will back you up! Start with those,jake_turk,33,,4:57,anti-vaccine,0,1,1,0,0,1,1,,,,,00:05:48
245,"If you can make decisions for your children, why can't she make her own decisions? Your sister is the smart one here",gwenfromtheblock,33,,0:05,pro-vaccine,0,0,0,1,1,0,0,,,,,00:03:02
246,Good for your sister for listening to the experts,fgonzalez,33,,0:06,pro-vaccine,0,0,0,1,1,0,0,,,,,00:03:28
247,"Why can't you just respect her stance? Clearly she actually knows whats best for her kids, not you. ",Marcymaniac,33,,0:11,pro-vaccine,0,0,0,1,1,0,,,,,,00:00:09
248,"Or, maybe you could actually listen for once to the experts and understand she is doing the right thing. ",masterchefterry,33,,0:16,pro-vaccine,0,0,0,1,1,0,,,,,,00:02:41
249,How about you try listening to your sister instead? I think you could learn a lot about why it's careless to not get vaccinated,VitaBOCA,33,,3:44,pro-vaccine,0,0,0,1,1,0,0,,,,,00:09:10
250,"The one year I got the flu shot, I got sick. And people still believe this vaccine crap!",karenM,34,,0:01,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:23
251,Yes! It's all placebo!!!,jake_turk,34,,0:14,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:49
252,Makes me so sad thinking about how much people risk by getting vaccines with so little reward,snowbird,34,,2:01,anti-vaccine,0,1,1,0,0,1,1,,,,,00:00:49
253,"Vaccines do more than just prevent infection, they also lessen the severity of symptoms. Chances are these people you know were better off for getting vaccinated",fgonzalez,34,,0:03,pro-vaccine,0,0,0,1,1,0,0,,,,,00:08:36
254,"Unlike you, I don't base serious health decisions on a few random instances. I will always get vaccinated",VitaBOCA,34,,0:16,pro-vaccine,0,0,0,1,1,0,0,,,,,00:08:29
255,Study after study shows how utterly false this is. Vaccines WORK.,EZpz,34,,4:33,pro-vaccine,0,0,0,1,1,0,0,,,,,00:07:15
256,It's the mercury for me #antivax,jake_turk,35,,0:05,anti-vaccine,0,1,1,0,0,1,1,,,,,00:06:55
257,It's the unethical big pharma influence for me #antivax,snowbird,35,,0:11,anti-vaccine,0,1,1,0,0,1,1,,,,,00:09:47
258,it's the autism for me #antivax,fusionfeast,35,,0:16,anti-vaccine,0,1,1,0,0,1,,,,,,00:00:11
259,hahahahaha omg loving all these #antivax comments it's them for me,difrad,35,,3:51,anti-vaccine,0,1,1,0,0,1,1,,,,,00:05:38
260,It's the blatantly ignoring science for me 🙄 vaccines work dude,VitaBOCA,35,,0:02,pro-vaccine,0,0,0,1,1,0,0,,,,,00:01:36
261,"Can't stand spreading falsehoods like this, I stand with vaccines",EZpz,35,,0:07,pro-vaccine,0,0,0,1,1,0,0,,,,,00:01:30
262,it's the misinformation for me... it's flat out dangerous to be against vaccinations ,hockeymom101,35,,0:09,pro-vaccine,0,0,0,1,1,0,,,,,,00:02:41
263,"Seriously? This is fear mongering at it's worst, vaccines save lives!",MrShazam,35,,2:18,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:55
264,I admire this approach so much!! Stop the mandated vaccines for kids!,snowbird,36,,0:03,anti-vaccine,0,1,1,0,0,1,1,,,,,00:08:58
265,That's right! Protect your kids from immunization!,difrad,36,,0:14,anti-vaccine,0,1,1,0,0,1,1,,,,,00:02:20
266,Here👏For👏This,M.Kapadia92,36,,2:08,anti-vaccine,0,1,1,0,0,1,1,,,,,00:01:32
267,You're seriously telling me you don't make any decisions for your TWO YEAR OLDS? Seems like a reaaaal stretch,EZpz,36,,0:02,pro-vaccine,0,0,0,1,1,0,0,,,,,00:05:46
268,"Sorry to be grim, but have you considered they might not make it past two years old if you dont vaccinate them? ",hockeymom101,36,,0:16,pro-vaccine,0,0,0,1,1,0,,,,,,00:02:18
269,"This isn't progressive, this is irresponsible. Please don't spread this advice",MrShazam,36,,0:20,pro-vaccine,0,0,0,1,1,0,0,,,,,00:08:40
270,"Vaccines aren't something that can wait, we vaccinate at certain ages for a reason",JuniperQ,36,,3:53,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:25
271,"That's terrible!! I'm so sorry, I stand with you :)",difrad,37,,0:05,anti-vaccine,0,1,1,0,0,1,1,,,,,00:03:28
272,"Ugh, how unprofessional. You keep making decision for yourself!",M.Kapadia92,37,,0:08,anti-vaccine,0,1,1,0,0,1,1,,,,,00:08:10
273,"Wow, that's just awful! I would be offended, too. My kids, my choice. ",ancho-n-cayenne,37,,0:09,anti-vaccine,0,1,1,0,0,1,,,,,,00:00:11
274,"She clearly stands with big pharma, too. I support you!",NoahM1121,37,,0:16,anti-vaccine,0,1,1,0,0,1,,,,,,00:08:58
275,Stay strong!! Stand up to vaccines norms!!!,SnakeCharmer,37,,4:02,anti-vaccine,0,1,1,0,0,1,1,,,,,00:05:29
276,Why wouldn't you take a nurse's advice?? Listen to health experts,MrShazam,37,,0:05,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:18
277,Bold of you to assume you know more than a health professional. Vaccines save lives!,JuniperQ,37,,0:23,pro-vaccine,0,0,0,1,1,0,0,,,,,00:06:05
278,Yeah sorry I'm judging you for this. Vaccination is SO important!,csmbx1,37,,2:17,pro-vaccine,0,0,0,1,1,0,0,,,,,00:02:18
279,Whenever I think about this it puts everything in persepctive. You're so right!!!,M.Kapadia92,38,,0:02,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:11
280,Stay strong against the corruption!!!,SnakeCharmer,38,,0:05,anti-vaccine,0,1,1,0,0,1,1,,,,,00:05:20
281,"Agreed, such a pity what's become of our ""health system""",livelaughlove,38,,3:48,anti-vaccine,0,1,1,0,0,1,1,,,,,00:02:48
282,We're talking life saving vaccines here. Please stop with the fear mongering,youngcunningham,38,,0:01,pro-vaccine,0,0,0,1,1,0,0,,,,,00:03:17
283,"This exaggeration amounts to misinformation. Please be more responsible with what you post, vaccines save lives",generic-joe,38,,0:06,pro-vaccine,0,0,0,1,1,0,0,,,,,00:06:20
284,"Do you believe in the Illuminati, too? ",MedicalRyan,38,,0:09,pro-vaccine,0,0,0,1,1,0,,,,,,00:07:05
285,"Doctor's are getting paid, big whoop. ",SamTHEMAN,38,,0:18,pro-vaccine,0,0,0,1,1,0,,,,,,00:00:41
286,"Scientists do not spend years developing life saving, preventative measures like vaccines for your to spread misleading scary messaging",Smitty12,38,,2:22,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:16
287,"That's so scary!! I'm sorry this has happened to you so many times, this is good to know though.",SnakeCharmer,39,,0:01,anti-vaccine,0,1,1,0,0,1,1,,,,,00:05:59
288,"Thank you for sharing, I've been thinking about ditching vaccines for the same reason. All the more reason.",livelaughlove,39,,0:07,anti-vaccine,0,1,1,0,0,1,1,,,,,00:09:33
289,I recently switched my stance on vaccinations after getting the sickest I've ever been in ages after getting a shot. No more vaccines!!,ria_camiii,39,,0:10,anti-vaccine,0,1,1,0,0,1,,,,,,00:03:17
290,"Same here for years, finally stopped with the flu shots a couple years ago and never looked back :)",bblueberryy,39,,4:06,anti-vaccine,0,1,1,0,0,1,1,,,,,00:00:41
291,"If this is the case, your children could be susceptible to the flu and the vaccine has been minimizing severe symptoms. Stopping vaccination is not the way to go",generic-joe,39,,0:04,pro-vaccine,0,0,0,1,1,0,0,,,,,00:02:45
292,This is a very extreme decision... I would consult with your doctor about this they know best.,Smitty12,39,,0:08,pro-vaccine,0,0,0,1,1,0,0,,,,,00:06:26
293,Seems so likely to be a coincidence to me. It's not wise to just suddenly stop flu shots.,hockeymom101,39,,4:13,pro-vaccine,0,0,0,1,1,0,0,,,,,00:05:23
294,"How heart breaking, I'm sorry hopefully she'll realize soon that asking you to get vaccinated is unreasonable",livelaughlove,40,,0:04,anti-vaccine,0,1,1,0,0,1,1,,,,,00:06:16
295,Stay strong!! Gotta stand up to vaccines together,bblueberryy,40,,0:05,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:05
296,Unfortunately yes I've also experienced this. Thinking of you!!,ancho-n-cayenne,40,,3:32,anti-vaccine,0,1,1,0,0,1,1,,,,,00:01:15
297,Smart of your sister in law. It's what's best for her child,Smitty12,40,,0:03,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:08
298,You would rather endanger her child than respect her wishes? Just get the vaccine! ,chefricky,40,,0:05,pro-vaccine,0,0,0,1,1,0,,,,,,00:01:15
299,"Good, maybe this will make you think twice about your choices. ",DonDonDonna,40,,0:14,pro-vaccine,0,0,0,1,1,0,,,,,,00:01:40
300,"Think of it this way, this is what will protect the baby (who can't get vaccinated). Vaccines aren't meant to just protect you, they protect everyone you contact",hockeymom101,40,,0:23,pro-vaccine,0,0,0,1,1,0,0,,,,,00:05:38
301,The reality is that getting vaccinated is the safest option for everyone.,SamTHEMAN,40,,2:11,pro-vaccine,0,0,0,1,1,0,0,,,,,00:09:20
302,Literal poison's they're injecting us with 🙅‍♂️,bblueberryy,41,,0:01,anti-vaccine,0,1,1,0,0,1,1,,,,,00:09:07
303,It's amazing what people are willing to ignore isn't it? They don't even care to know what's in the vile that they're being injected with,ancho-n-cayenne,41,,0:16,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:57
304,Reposting this! Couldn't agree more,john73,41,,3:34,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:16
305,You also shouldn't inject most things you eat into your bloodstream. This makes no sense.,hockeymom101,41,,0:01,pro-vaccine,0,0,0,1,1,0,0,,,,,00:05:29
306,"Everyone seeing this post, please do not trust a random person on social media to know their facts. This person is so mistaken.",SamTHEMAN,41,,0:07,pro-vaccine,0,0,0,1,1,0,0,,,,,00:07:36
307,The misleading information here is so overwhelming.,Marcymaniac,41,,4:55,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:38
308,Like this if you're all for natural immunity!!!,ancho-n-cayenne,42,,0:05,anti-vaccine,0,1,1,0,0,1,1,,,,,00:00:29
