id,body,actor,reply,class,time,category,control,des_20,des_80,des_20_community_injunctive,des_80_community_injunctive,des_20_injunctive_platform,des_80_injunctive_platform
205,This fear mongering SERIOUSLY has to come to an end.,clayton.myers,27,,00:00:17,anti-vaccine,0,1,1,0,0,1,1
206,Exactly! This country is sicker than ever,cavsforever,28,,00:07:46,anti-vaccine,0,1,1,0,0,1,1
207,"Nothing but strong, naturally immune happy bodies in my house",wiz_khaleesi,28,,00:00:52,pro-vaccine,0,0,0,1,1,0,0
208,Stop letting doctors interefere with our beautiful bodies!,cavsforever,28,,00:08:37,pro-vaccine,0,0,0,1,1,0,0
209,"Vaccines immunize you the same way an illness would. But without the risk of, you know, death.",chefricky,28,,00:03:40,pro-vaccine,0,0,0,1,1,0,0
210,Vaccines are the very thing that will PROTECT your child from illness down the road,clayton.myers,28,,00:01:49,anti-vaccine,0,1,1,0,0,1,1
211,"These shots help your immune system learn how to fight infection. They will make your body STRONGER, not weaker",aleeboi,28,,00:02:53,anti-vaccine,0,1,1,0,0,1,1
212,Just keep sharing your experience with her!!!,wiz_khaleesi,29,,00:00:01,anti-vaccine,0,1,1,0,0,1,1
213,"Recommend googline some things, lots of books that will educate her :)",cavsforever,29,,00:00:38,pro-vaccine,0,0,0,1,1,0,0
214,"Show her the facts, they will change her mind. ",john73,29,,00:02:05,anti-vaccine,0,1,1,0,0,1,
215,Stay strong! Your wife will come around I know it,Sue_S,29,,00:00:48,pro-vaccine,0,0,0,1,1,0,0
216,"Good for your wife. Hopefull she'll lead your family down the safer, responsible path of getting vaccinated",clayton.myers,29,,00:04:11,anti-vaccine,0,1,1,0,0,1,1
217,At least one of you has a brain. ,MedicalRyan,29,,00:00:38,pro-vaccine,0,0,0,1,1,0,
218,Wild idea: Your wife didn't have any reactions to her vaccines because vaccines are actually SAFE.,aleeboi,29,,00:02:23,anti-vaccine,0,1,1,0,0,1,1
219,"Trust me, vaccinating is what's best for your kids, and for everyone.",mewranda,29,,00:07:35,pro-vaccine,0,0,0,1,1,0,0
220,So blatantly toxic!!! These vaccines are unbelievable,cavsforever,30,,00:07:39,pro-vaccine,0,0,0,1,1,0,0
221,That's right keep spreading the word! Shots gotta go!,Sue_S,30,,00:03:08,pro-vaccine,0,0,0,1,1,0,0
222,"You're so right, EVERYONE should take the time to educate themselves on vaccine risks",Ataylor,30,,00:05:47,anti-vaccine,0,1,1,0,0,1,1
223,Oh my god I had no idea! That is SO harmful to our bodies. ,jake_turk,30,,00:00:48,anti-vaccine,0,1,1,0,0,1,
224,So does fish. Your point?,aleeboi,30,,00:01:09,anti-vaccine,0,1,1,0,0,1,1
225,"You do realize, mercury is already in our bodies... the small amount in vaccines poses no adverse effects.",MedicalRyan,30,,00:00:38,pro-vaccine,0,0,0,1,1,0,
226,We're talking harmless traces. Your spreading of false information will do so much harm,mewranda,30,,00:05:43,pro-vaccine,0,0,0,1,1,0,0
227,"I'll stick with what the experts say. Vaccines are safe, and they save lives.",masterchefterry,30,,00:00:11,pro-vaccine,0,0,0,1,1,0,0
228,Plenty of vitamin C!!! People have been staying healthy thru flu season for generations we don't need no vaccine :),Sue_S,31,,00:07:37,anti-vaccine,0,1,1,0,0,1,1
229,I've been looking for the same!! Please share what you learn :),Ataylor,31,,00:03:17,anti-vaccine,0,1,1,0,0,1,1
230,Ugh totally agree anyway to get away from the chemicals 🤢,wiz_khaleesi,31,,00:06:46,anti-vaccine,0,1,1,0,0,1,1
231,A vegan diet and exercise will build a strong immune system - that's my best alternative to vaccines :) ,mateoV,31,,00:08:36,anti-vaccine,0,1,1,0,0,1,
232,Can't stand how many people will turn their noses up at the miracle vaccines are. Vaccination works and will keep you safe!!!,mewranda,31,,00:00:40,pro-vaccine,0,0,0,1,1,0,0
233,"Y'all avoiding ""chemcals"" in vaccines as if everything in this natural world isn't made of chemicals. This argument is ridiculous",masterchefterry,31,,00:03:43,pro-vaccine,0,0,0,1,1,0,0
234,Here's a recommendation: do the responsible thing and get vaccinated,gwenfromtheblock,31,,00:04:21,anti-vaccine,0,1,1,0,0,1,1
235,They certainly will!! I know mine will too,Ataylor,32,,00:08:16,anti-vaccine,0,1,1,0,0,1,1
236,Good for you! All for avoiding vaccines,Sue_S,32,,00:02:29,anti-vaccine,0,1,1,0,0,1,1
237,That's right!!!,karenM,32,,00:05:48,pro-vaccine,0,0,0,1,1,0,0
238,Can't wait for the day that your children learn to get themselves vaccineated,masterchefterry,32,,00:00:09,pro-vaccine,0,0,0,1,1,0,0
239,...or the day they shun you because you've put them at risk? ,dana84,32,,00:08:36,pro-vaccine,0,0,0,1,1,0,
240,"Oh no.... vaccines are not a sign of weak immune systems, they are a sign of smart choices",gwenfromtheblock,32,,00:06:52,anti-vaccine,0,1,1,0,0,1,1
241,"Please educate yourself, it's so so false to believe vaccines harm any part of your body's natural processes",fgonzalez,32,,00:01:18,anti-vaccine,0,1,1,0,0,1,1
242,I always just try to get straight to the point! Best to not beat around the bush,Sue_S,33,,00:07:39,anti-vaccine,0,1,1,0,0,1,1
243,"If she won't lisen to you, try sending her articles about how dangerous vaccines can be!",karenM,33,,00:02:41,pro-vaccine,0,0,0,1,1,0,0
244,There are a lot of resources online that will back you up! Start with those,jake_turk,33,,00:05:48,pro-vaccine,0,0,0,1,1,0,0
245,"If you can make decisions for your children, why can't she make her own decisions? Your sister is the smart one here",gwenfromtheblock,33,,00:03:02,pro-vaccine,0,0,0,1,1,0,0
246,Good for your sister for listening to the experts,fgonzalez,33,,00:03:28,anti-vaccine,0,1,1,0,0,1,1
247,"Why can't you just respect her stance? Clearly she actually knows whats best for her kids, not you. ",Marcymaniac,33,,00:00:09,pro-vaccine,0,0,0,1,1,0,
248,"Or, maybe you could actually listen for once to the experts and understand she is doing the right thing. ",masterchefterry,33,,00:02:41,pro-vaccine,0,0,0,1,1,0,
249,How about you try listening to your sister instead? I think you could learn a lot about why it's careless to not get vaccinated,VitaBOCA,33,,00:09:10,pro-vaccine,0,0,0,1,1,0,0
250,"The one year I got the flu shot, I got sick. And people still believe this vaccine crap!",karenM,34,,00:07:23,pro-vaccine,0,0,0,1,1,0,0
251,Yes! It's all placebo!!!,jake_turk,34,,00:07:49,pro-vaccine,0,0,0,1,1,0,0
252,Makes me so sad thinking about how much people risk by getting vaccines with so little reward,snowbird,34,,00:00:49,anti-vaccine,0,1,1,0,0,1,1
253,"Vaccines do more than just prevent infection, they also lessen the severity of symptoms. Chances are these people you know were better off for getting vaccinated",fgonzalez,34,,00:08:36,anti-vaccine,0,1,1,0,0,1,1
254,"Unlike you, I don't base serious health decisions on a few random instances. I will always get vaccinated",VitaBOCA,34,,00:08:29,anti-vaccine,0,1,1,0,0,1,1
255,Study after study shows how utterly false this is. Vaccines WORK.,EZpz,34,,00:07:15,pro-vaccine,0,0,0,1,1,0,0
256,It's the mercury for me #antivax,jake_turk,35,,00:06:55,pro-vaccine,0,0,0,1,1,0,0
257,It's the unethical big pharma influence for me #antivax,snowbird,35,,00:09:47,pro-vaccine,0,0,0,1,1,0,0
258,it's the autism for me #antivax,fusionfeast,35,,00:00:11,anti-vaccine,0,1,1,0,0,1,
259,hahahahaha omg loving all these #antivax comments it's them for me,difrad,35,,00:05:38,anti-vaccine,0,1,1,0,0,1,1
260,It's the blatantly ignoring science for me 🙄 vaccines work dude,VitaBOCA,35,,00:01:36,anti-vaccine,0,1,1,0,0,1,1
261,"Can't stand spreading falsehoods like this, I stand with vaccines",EZpz,35,,00:01:30,pro-vaccine,0,0,0,1,1,0,0
262,it's the misinformation for me... it's flat out dangerous to be against vaccinations ,hockeymom101,35,,00:02:41,pro-vaccine,0,0,0,1,1,0,
263,"Seriously? This is fear mongering at it's worst, vaccines save lives!",MrShazam,35,,00:00:55,pro-vaccine,0,0,0,1,1,0,0
264,I admire this approach so much!! Stop the mandated vaccines for kids!,snowbird,36,,00:08:58,anti-vaccine,0,1,1,0,0,1,1
265,That's right! Protect your kids from immunization!,difrad,36,,00:02:20,anti-vaccine,0,1,1,0,0,1,1
266,Here👏For👏This,M.Kapadia92,36,,00:01:32,anti-vaccine,0,1,1,0,0,1,1
267,You're seriously telling me you don't make any decisions for your TWO YEAR OLDS? Seems like a reaaaal stretch,EZpz,36,,00:05:46,pro-vaccine,0,0,0,1,1,0,0
268,"Sorry to be grim, but have you considered they might not make it past two years old if you dont vaccinate them? ",hockeymom101,36,,00:02:18,pro-vaccine,0,0,0,1,1,0,
269,"This isn't progressive, this is irresponsible. Please don't spread this advice",MrShazam,36,,00:08:40,pro-vaccine,0,0,0,1,1,0,0
270,"Vaccines aren't something that can wait, we vaccinate at certain ages for a reason",JuniperQ,36,,00:00:25,anti-vaccine,0,1,1,0,0,1,1
271,"That's terrible!! I'm so sorry, I stand with you :)",difrad,37,,00:03:28,anti-vaccine,0,1,1,0,0,1,1
272,"Ugh, how unprofessional. You keep making decision for yourself!",M.Kapadia92,37,,00:08:10,anti-vaccine,0,1,1,0,0,1,1
273,"Wow, that's just awful! I would be offended, too. My kids, my choice. ",ancho-n-cayenne,37,,00:00:11,anti-vaccine,0,1,1,0,0,1,
274,"She clearly stands with big pharma, too. I support you!",NoahM1121,37,,00:08:58,anti-vaccine,0,1,1,0,0,1,
275,Stay strong!! Stand up to vaccines norms!!!,SnakeCharmer,37,,00:05:29,pro-vaccine,0,0,0,1,1,0,0
276,Why wouldn't you take a nurse's advice?? Listen to health experts,MrShazam,37,,00:00:18,anti-vaccine,0,1,1,0,0,1,1
277,Bold of you to assume you know more than a health professional. Vaccines save lives!,JuniperQ,37,,00:06:05,anti-vaccine,0,1,1,0,0,1,1
278,Yeah sorry I'm judging you for this. Vaccination is SO important!,csmbx1,37,,00:02:18,anti-vaccine,0,1,1,0,0,1,1
279,Whenever I think about this it puts everything in persepctive. You're so right!!!,M.Kapadia92,38,,00:07:11,pro-vaccine,0,0,0,1,1,0,0
280,Stay strong against the corruption!!!,SnakeCharmer,38,,00:05:20,pro-vaccine,0,0,0,1,1,0,0
281,"Agreed, such a pity what's become of our ""health system""",livelaughlove,38,,00:02:48,pro-vaccine,0,0,0,1,1,0,0
282,We're talking life saving vaccines here. Please stop with the fear mongering,youngcunningham,38,,00:03:17,anti-vaccine,0,1,1,0,0,1,1
283,"This exaggeration amounts to misinformation. Please be more responsible with what you post, vaccines save lives",generic-joe,38,,00:06:20,anti-vaccine,0,1,1,0,0,1,1
284,"Do you believe in the Illuminati, too? ",MedicalRyan,38,,00:07:05,pro-vaccine,0,0,0,1,1,0,
285,"Doctor's are getting paid, big whoop. ",SamTHEMAN,38,,00:00:41,pro-vaccine,0,0,0,1,1,0,
286,"Scientists do not spend years developing life saving, preventative measures like vaccines for your to spread misleading scary messaging",Smitty12,38,,00:00:16,pro-vaccine,0,0,0,1,1,0,0
287,"That's so scary!! I'm sorry this has happened to you so many times, this is good to know though.",SnakeCharmer,39,,00:05:59,pro-vaccine,0,0,0,1,1,0,0
288,"Thank you for sharing, I've been thinking about ditching vaccines for the same reason. All the more reason.",livelaughlove,39,,00:09:33,anti-vaccine,0,1,1,0,0,1,1
289,I recently switched my stance on vaccinations after getting the sickest I've ever been in ages after getting a shot. No more vaccines!!,ria_camiii,39,,00:03:17,anti-vaccine,0,1,1,0,0,1,
290,"Same here for years, finally stopped with the flu shots a couple years ago and never looked back :)",bblueberryy,39,,00:00:41,anti-vaccine,0,1,1,0,0,1,1
291,"If this is the case, your children could be susceptible to the flu and the vaccine has been minimizing severe symptoms. Stopping vaccination is not the way to go",generic-joe,39,,00:02:45,pro-vaccine,0,0,0,1,1,0,0
292,This is a very extreme decision... I would consult with your doctor about this they know best.,Smitty12,39,,00:06:26,pro-vaccine,0,0,0,1,1,0,0
293,Seems so likely to be a coincidence to me. It's not wise to just suddenly stop flu shots.,hockeymom101,39,,00:05:23,pro-vaccine,0,0,0,1,1,0,0
294,"How heart breaking, I'm sorry hopefully she'll realize soon that asking you to get vaccinated is unreasonable",livelaughlove,40,,00:06:16,anti-vaccine,0,1,1,0,0,1,1
295,Stay strong!! Gotta stand up to vaccines together,bblueberryy,40,,00:07:05,anti-vaccine,0,1,1,0,0,1,1
296,Unfortunately yes I've also experienced this. Thinking of you!!,ancho-n-cayenne,40,,00:01:15,anti-vaccine,0,1,1,0,0,1,1
297,Smart of your sister in law. It's what's best for her child,Smitty12,40,,00:00:08,pro-vaccine,0,0,0,1,1,0,0
298,You would rather endanger her child than respect her wishes? Just get the vaccine! ,chefricky,40,,00:01:15,pro-vaccine,0,0,0,1,1,0,
299,"Good, maybe this will make you think twice about your choices. ",DonDonDonna,40,,00:01:40,pro-vaccine,0,0,0,1,1,0,
300,"Think of it this way, this is what will protect the baby (who can't get vaccinated). Vaccines aren't meant to just protect you, they protect everyone you contact",hockeymom101,40,,00:05:38,anti-vaccine,0,1,1,0,0,1,1
301,The reality is that getting vaccinated is the safest option for everyone.,SamTHEMAN,40,,00:09:20,anti-vaccine,0,1,1,0,0,1,1
302,Literal poison's they're injecting us with 🙅‍♂️,bblueberryy,41,,00:09:07,anti-vaccine,0,1,1,0,0,1,1
303,It's amazing what people are willing to ignore isn't it? They don't even care to know what's in the vile that they're being injected with,ancho-n-cayenne,41,,00:07:57,pro-vaccine,0,0,0,1,1,0,0
304,Reposting this! Couldn't agree more,john73,41,,00:07:16,pro-vaccine,0,0,0,1,1,0,0
305,You also shouldn't inject most things you eat into your bloodstream. This makes no sense.,hockeymom101,41,,00:05:29,pro-vaccine,0,0,0,1,1,0,0
306,"Everyone seeing this post, please do not trust a random person on social media to know their facts. This person is so mistaken.",SamTHEMAN,41,,00:07:36,anti-vaccine,0,1,1,0,0,1,1
307,The misleading information here is so overwhelming.,Marcymaniac,41,,00:00:38,anti-vaccine,0,1,1,0,0,1,1
308,Like this if you're all for natural immunity!!!,ancho-n-cayenne,42,,00:00:29,anti-vaccine,0,1,1,0,0,1,1
309,We know who the strong ones are :),john73,42,,00:00:50,pro-vaccine,0,0,0,1,1,0,0
310,Stopped getting vaccines and I feel stronger than ever! ,MannyDL34,42,,00:06:16,anti-vaccine,0,1,1,0,0,1,
311,"Heck yeah! We fight disease with our strong bodies, not vaccines, in this household",coachmatthews,42,,00:08:59,pro-vaccine,0,0,0,1,1,0,0
312,There is literally no evidence that vaccines hinder your immune system,SamTHEMAN,42,,00:04:15,anti-vaccine,0,1,1,0,0,1,1
313,What about other people who's immune system actually can't handle vaccines? You're okay with endangering them to the actual viruses out there?,BeardedMatt,42,,00:05:29,pro-vaccine,0,0,0,1,1,0,
314,Getting a vaccine doesn't make you weak. It makes you responsible and protected.,Marcymaniac,42,,00:09:32,anti-vaccine,0,1,1,0,0,1,1
315,"Vaccines make us stronger. When you don't get vaccinated, we are all at higher risk.",HP743,42,,00:01:40,pro-vaccine,0,0,0,1,1,0,0
316,Shared!!!! 🥰,john73,43,,00:01:50,pro-vaccine,0,0,0,1,1,0,0
317,All natural lifestyles here!!,coachmatthews,43,,00:09:28,pro-vaccine,0,0,0,1,1,0,0
318,Anti-vaxers rise up!,NoahM1121,43,,00:04:17,anti-vaccine,0,1,1,0,0,1,1
319,"If you cared about everyon'es health, you'd know getting vaccinated is the best we to protect us all.",Marcymaniac,43,,00:07:44,anti-vaccine,0,1,1,0,0,1,1
320,Dislike!,Lisa181818,43,,00:05:29,pro-vaccine,0,0,0,1,1,0,
321,More like report and block.... this misinformation is dangerous,HP743,43,,00:03:33,pro-vaccine,0,0,0,1,1,0,0
322,I stand for teaching my kids accountability and getting them vaccinated to promote herd immunity,southerngirlCel,43,,00:04:07,pro-vaccine,0,0,0,1,1,0,0
323,YES. Thank you!!,coachmatthews,44,,00:00:01,pro-vaccine,0,0,0,1,1,0,0
324,The risk is not worth the lack of reward!!! No vaccines for me,NoahM1121,44,,00:07:05,anti-vaccine,0,1,1,0,0,1,1
325,The list of risks is jaw dropping. I'll never understand getting vaccinated,MannyDL34,44,,00:04:48,anti-vaccine,0,1,1,0,0,1,1
326,Do you have absolutely any data to back this up?,HP743,44,,00:06:36,anti-vaccine,0,1,1,0,0,1,1
327,This post is nothing but baseless fear mongering,southerngirlCel,44,,00:07:59,pro-vaccine,0,0,0,1,1,0,0
328,"Of course, you have nothing to support this claim. Posts like this are so misleading and irresponsible",BossmanRy,44,,00:03:37,pro-vaccine,0,0,0,1,1,0,0
329,Not me! We think for ourselves around here :),NoahM1121,45,,00:01:10,pro-vaccine,0,0,0,1,1,0,0
330,That's right! Stand up to physicians working with BIG PHARMA!,MannyDL34,45,,00:08:09,anti-vaccine,0,1,1,0,0,1,1
331,Vaccines! Gotta! Go!,sweetpea,45,,00:09:24,anti-vaccine,0,1,1,0,0,1,1
332,"Once all of us stand up against Big Pharma, it will be the end for them! ",artisanalways,45,,00:01:40,anti-vaccine,0,1,1,0,0,1,
